ann_index,source_xml_x,source_rgb_x,label_x,ann_index_x,source_xml_y,source_rgb_y,label_y,index_right,individualID_x,scientificName_x,lat,lon,plotID,_coord_src,dist_m_x,match_type_x,year_ann,site_ann,ann_index_y,individualID_y,scientificName_y,year_field,site_field,match_type_y,dist_m_y,match_type,confidence,species,match_type_c,dist_m_c,_rank,_dist
210120,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1681,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210120.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210121,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,517,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210121.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210122,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1099,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210122.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210123,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,905,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210123.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210124,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1487,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210124.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210125,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,2069,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210125.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210126,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1293,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210126.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210127,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,711,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210127.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210128,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29578,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1875,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.60271482654318,,2018.0,,210128.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.60271482654318,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.60271482654318,3,2.60271482654318
210129,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1901,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210129.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210130,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,737,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210130.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210131,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,2095,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210131.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210132,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,931,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210132.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210133,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,349,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210133.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210134,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,543,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210134.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210135,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1125,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210135.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210136,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1707,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210136.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210137,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1513,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210137.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210138,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29579,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1319,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,1.755050205135651,,2018.0,,210138.0,,,,,stem_buffer_intersects,,no_hit,medium,Pinus sabiniana Douglas ex Douglas,stem_buffer_intersects,1.755050205135651,2,1.755050205135651
210179,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,711,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210179.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210180,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1875,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210180.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210181,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,2263,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210181.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210182,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1681,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210182.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210183,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,517,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210183.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210184,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1099,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210184.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210185,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,905,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210185.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210186,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1487,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210186.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210187,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,2069,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210187.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210188,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29584,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1293,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,37.11110756639035,-119.72821732761687,,LL,2.929747966710432,,2018.0,,210188.0,NEON.PLA.D17.SJER.00238,Quercus douglasii Hook. & Arn.,2019.0,SJER,nearest,2.929747966710432,no_hit,medium,Quercus douglasii Hook. & Arn.,nearest,2.929747966710432,3,2.929747966710432
210189,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,545,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210189.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210190,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,351,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210190.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210191,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,2097,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210191.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210192,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1321,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210192.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210193,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1709,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210193.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210194,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,739,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210194.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210195,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1127,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210195.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210196,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1903,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210196.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210197,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1515,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210197.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210198,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29585,SJER_046_2018.xml,SJER_046_2018.tif,Tree,933,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,1.3540439473275834,,2018.0,,210198.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,1.3540439473275834,2,1.3540439473275834
210199,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,2095,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210199.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210200,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,931,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210200.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210201,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,349,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210201.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210202,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,543,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210202.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210203,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1125,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210203.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210204,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1707,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210204.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210205,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1513,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210205.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210206,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1319,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210206.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210207,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1901,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210207.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210208,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29586,SJER_046_2018.xml,SJER_046_2018.tif,Tree,737,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,37.11117960067977,-119.7281701009985,,LL,0.0,within,2018.0,,210208.0,NEON.PLA.D17.SJER.00237,Pinus sabiniana Douglas ex Douglas,2019.0,SJER,within,,no_hit,high,Pinus sabiniana Douglas ex Douglas,within,0.0,0,0.0
210209,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,2097,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210209.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210210,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1321,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210210.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210211,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1709,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210211.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210212,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,739,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210212.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210213,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1127,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210213.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210214,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1903,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210214.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210215,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,1515,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210215.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210216,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,933,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210216.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210217,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,545,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210217.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210218,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29587,SJER_046_2018.xml,SJER_046_2018.tif,Tree,351,NEON.PLA.D17.SJER.00146,Quercus wislizeni A. DC.,37.11123955020671,-119.72810932633412,,LL,0.8452406152879264,,2018.0,,210218.0,,,,,stem_buffer_intersects,,no_hit,medium,Quercus wislizeni A. DC.,stem_buffer_intersects,0.8452406152879264,2,0.8452406152879264
210219,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29588,SJER_046_2018.xml,SJER_046_2018.tif,Tree,2064,NEON.PLA.D17.SJER.00145,Ceanothus leucodermis Greene,37.11125383130283,-119.72796852028912,,LL,0.0,within,2018.0,,210219.0,NEON.PLA.D17.SJER.00145,Ceanothus leucodermis Greene,2019.0,SJER,within,,no_hit,high,Ceanothus leucodermis Greene,within,0.0,0,0.0
210220,SJER_046_2018.xml,SJER_046_2018.tif,Tree,29588,SJER_046_2018.xml,SJER_046_2018.tif,Tree,706,NEON.PLA.D17.SJER.00145,Ceanothus leucodermis Greene,37.11125383130283,-119.72796852028912,,LL,0.0,within,2018.0,,210220.0,NEON.PLA.D17.SJER.00145,Ceanothus leucodermis Greene,2019.0,SJER,within,,no_hit,high,Ceanothus leucodermis Greene,within,0.0,0,0.0
